hours,score,eca,sleep,practice,grade
6,96,No,6,6,85
8,76,No,9,4,72
1,63,No,9,3,39
6,83,Yes,6,7,72
1,72,No,6,4,51
1,59,No,8,5,36
8,99,Yes,4,3,89
7,87,Yes,9,1,82
3,69,Yes,8,6,51
6,83,Yes,7,1,75
9,48,No,7,6,44
7,84,Yes,7,6,72
3,88,No,6,0,66
6,56,No,5,9,41
4,75,Yes,8,9,59
3,53,Yes,5,2,31
9,58,Yes,4,2,54
2,46,Yes,4,5,23
1,98,Yes,8,2,75
2,42,No,7,8,21
7,72,Yes,9,4,69
1,83,No,4,5,56
6,71,Yes,5,5,60
7,86,No,5,7,79
9,50,No,9,9,47
8,81,No,6,2,72
6,41,Yes,7,8,31
3,65,Yes,6,6,45
8,43,Yes,8,5,40
7,56,No,4,0,46
3,56,No,9,3,38
9,67,Yes,9,4,64
2,69,Yes,9,1,46
3,79,No,6,0,58
2,62,No,6,1,37
1,85,Yes,8,7,62
4,63,Yes,5,9,49
5,68,Yes,5,5,53
6,43,No,8,9,30
5,77,No,9,1,59
1,68,Yes,5,8,40
3,58,Yes,8,7,37
1,66,Yes,5,3,41
5,68,Yes,8,9,56
5,95,Yes,5,6,81
6,75,No,9,2,66
8,74,Yes,6,5,71
1,91,No,6,2,64
4,45,No,9,9,31
1,98,No,5,2,72
9,62,No,9,8,57
7,78,No,8,5,67
7,85,No,6,7,76
5,83,No,4,3,68
7,87,No,5,3,78
2,91,Yes,4,7,68
4,47,Yes,4,6,25
7,94,Yes,7,4,86
3,41,Yes,4,1,15
2,52,Yes,4,5,28
2,79,No,9,0,58
1,96,No,7,6,72
5,60,No,7,8,45
6,70,No,7,4,59
6,91,No,8,4,78
9,87,Yes,7,6,84
4,75,Yes,9,4,56
1,87,No,8,9,62
6,91,Yes,5,3,78
5,77,Yes,8,0,62
6,66,Yes,5,5,54
3,75,Yes,7,8,57
2,87,Yes,7,3,61
6,62,No,5,9,49
1,94,Yes,6,3,71
7,60,Yes,9,4,55
7,52,No,8,5,44
7,76,No,9,2,68
1,86,No,9,8,60
4,65,No,4,0,45
7,79,No,7,5,72
9,46,No,8,5,41
5,85,No,9,7,73
2,78,No,8,4,57
7,61,Yes,9,8,55
1,78,No,7,8,53
7,62,No,9,1,53
6,97,Yes,5,4,87
7,69,No,7,6,61
3,57,No,8,1,38
3,81,No,6,6,60
7,57,No,9,8,49
2,85,Yes,5,7,64
1,49,Yes,7,9,23
9,78,No,4,8,72
9,69,Yes,7,3,71
7,65,Yes,8,7,59
7,46,Yes,8,8,38
3,46,Yes,4,9,24
2,44,Yes,5,1,18
7,40,Yes,8,9,33
9,85,No,5,2,81
1,57,No,5,0,30
4,52,Yes,7,0,32
6,64,Yes,5,9,50
7,79,Yes,9,5,73
7,47,No,8,0,38
2,49,No,8,4,28
4,71,No,6,5,57
5,56,No,5,8,41
1,77,No,6,5,52
1,54,No,7,3,26
3,54,Yes,6,0,28
3,96,No,5,5,74
8,87,No,8,6,81
9,79,No,7,4,81
1,90,Yes,5,5,61
2,59,No,7,9,38
2,54,Yes,4,7,29
4,74,Yes,5,0,57
2,45,No,4,7,21
7,69,No,6,1,57
9,96,No,5,1,94
7,47,Yes,4,7,39
6,70,No,9,1,59
1,87,Yes,8,7,64
9,86,Yes,6,4,83
5,71,No,5,8,53
5,84,No,5,8,70
6,97,No,8,7,92
9,91,Yes,8,8,92
8,54,No,4,6,47
8,57,Yes,4,7,51
8,52,No,4,5,45
1,63,Yes,7,8,34
1,79,No,6,1,50
8,53,No,5,2,45
5,67,Yes,6,1,54
9,50,Yes,8,5,52
2,45,No,9,2,20
9,95,Yes,6,0,93
8,64,Yes,6,3,53
9,40,Yes,4,4,35
4,64,Yes,8,3,48
1,41,No,6,5,18
1,71,Yes,5,2,43
5,52,No,4,9,36
2,72,No,6,5,51
8,71,No,8,9,65
5,95,Yes,9,0,81
5,63,No,5,5,45
2,66,No,9,7,46
7,43,No,8,9,32
8,63,No,8,7,60
1,62,No,8,0,33
2,68,Yes,9,6,45
4,73,No,7,9,54
5,60,Yes,5,9,46
2,69,No,8,3,49
1,65,No,7,5,38
9,59,Yes,4,5,53
1,55,Yes,7,4,30
4,42,No,4,9,24
2,88,No,9,8,69
4,76,No,7,9,57
8,97,No,9,7,94
8,79,No,8,5,77
9,83,Yes,7,3,79
5,64,No,7,3,50
7,62,No,8,8,52
3,83,Yes,4,3,64
4,98,Yes,8,6,86
9,40,No,5,5,33
1,72,Yes,7,1,47
2,54,Yes,5,4,31
5,56,Yes,8,2,42
3,73,No,9,8,54
2,56,No,8,9,33
1,91,No,6,0,61
3,97,Yes,5,9,78
1,80,No,6,3,55
1,83,No,5,3,59
1,43,Yes,9,8,20
8,52,No,6,0,43
3,43,Yes,6,1,19
1,46,Yes,5,0,17
7,85,Yes,8,0,73
3,98,Yes,4,0,72
8,48,No,8,2,39
4,62,No,4,3,44
4,72,No,5,9,52
5,72,Yes,7,1,58
6,59,No,8,0,45
7,43,No,6,4,36
4,40,Yes,8,5,22
8,93,Yes,5,1,86
6,81,No,7,2,68
1,73,Yes,7,9,47
1,66,No,8,2,40
9,60,Yes,8,1,58
6,63,Yes,9,3,53
8,54,No,8,4,46
7,74,Yes,5,7,66
6,64,Yes,4,5,49
4,94,Yes,9,8,77
7,48,No,4,2,36
9,56,No,6,9,55
7,60,No,5,8,49
1,99,Yes,9,3,76
9,52,Yes,7,7,45
4,42,Yes,9,9,28
3,43,Yes,6,6,25
4,43,No,7,6,27
4,82,No,9,8,67
2,67,Yes,7,9,44
1,46,No,8,1,18
1,65,No,7,4,37
8,50,No,9,2,43
2,63,Yes,7,6,43
5,82,No,5,2,66
4,49,No,8,4,34
8,76,No,8,4,77
2,52,No,6,1,31
9,83,No,8,0,80
7,81,Yes,4,5,71
7,78,No,5,0,69
1,58,No,6,8,34
2,90,Yes,4,9,69
4,58,No,7,4,44
4,51,Yes,4,0,30
3,91,Yes,6,7,73
7,61,Yes,8,0,52
8,86,Yes,5,3,81
2,76,No,6,6,52
4,95,No,4,3,77
3,69,Yes,4,4,44
2,85,No,6,6,62
6,51,Yes,9,3,44
4,68,No,9,4,51
6,60,No,6,6,48
2,50,Yes,9,0,30
4,99,No,6,2,82
6,76,Yes,8,0,61
5,87,No,6,2,72
3,97,No,7,1,78
8,57,No,5,4,53
7,83,Yes,5,9,78
3,98,Yes,7,4,79
6,66,Yes,4,9,56
4,76,No,4,8,58
5,87,Yes,4,7,72
5,51,Yes,4,2,37
7,62,Yes,8,0,56
5,73,No,7,4,59
3,77,No,5,2,54
5,62,No,7,4,47
7,92,No,5,8,84
5,64,Yes,4,0,50
5,43,No,8,0,27
9,69,Yes,6,8,67
3,69,No,6,2,48
6,52,Yes,9,9,42
1,81,Yes,4,4,55
5,88,No,4,8,73
8,53,Yes,7,4,46
5,95,Yes,8,2,81
9,86,Yes,8,8,82
6,47,Yes,7,6,35
8,94,No,8,6,92
8,63,No,8,7,59
3,57,Yes,6,4,35
7,74,No,8,1,65
7,64,Yes,4,8,53
6,56,Yes,6,2,45
7,71,No,4,1,61
2,95,Yes,4,9,74
9,63,No,7,9,60
1,46,Yes,9,4,23
1,52,No,8,7,25
3,66,No,8,2,45
3,87,Yes,8,5,68
1,44,No,8,8,21
7,75,Yes,6,1,65
4,65,No,5,7,45
2,81,Yes,4,9,58
5,84,No,9,6,76
6,70,No,9,2,57
9,49,No,5,0,46
4,85,Yes,5,5,68
2,65,No,5,1,40
5,61,Yes,6,2,45
3,51,No,5,4,31
2,71,No,6,7,50
1,66,Yes,7,1,43
2,72,No,7,5,50
6,92,Yes,9,0,80
8,91,Yes,7,6,90
3,59,Yes,6,3,38
9,78,Yes,6,0,73
9,80,Yes,4,8,78
2,79,No,5,8,54
8,98,Yes,8,2,92
5,52,No,8,5,39
4,53,Yes,5,6,41
5,83,Yes,8,3,71
4,79,No,8,5,65
8,92,No,8,8,87
4,61,Yes,9,9,47
6,57,Yes,6,5,42
2,87,No,6,6,62
5,68,No,6,5,54
6,82,Yes,5,6,71
5,55,Yes,7,0,42
2,85,Yes,9,5,64
7,74,No,9,8,70
4,92,Yes,8,2,77
8,73,No,4,5,62
7,42,No,6,3,28
7,43,Yes,9,6,36
9,93,Yes,9,6,92
1,44,No,4,8,18
6,49,Yes,8,3,37
6,91,Yes,9,7,81
6,68,No,9,7,57
6,71,Yes,7,7,61
7,70,No,4,7,62
6,41,No,8,5,27
1,51,Yes,8,7,26
3,66,No,6,5,48
2,44,No,7,9,18
6,76,Yes,8,1,66
8,66,No,7,2,59
3,62,Yes,6,5,41
8,72,No,4,6,64
8,43,No,9,3,40
5,98,No,9,0,84
8,60,No,5,3,51
6,63,No,5,5,49
5,83,No,5,7,67
9,70,No,9,3,70
7,83,Yes,7,9,75
8,87,No,5,0,80
1,63,Yes,4,4,35
2,88,No,8,6,65
8,92,No,7,5,86
9,49,Yes,9,2,45
4,88,Yes,4,6,69
9,88,Yes,9,3,86
4,89,No,7,4,75
9,41,Yes,7,6,39
7,70,No,7,1,59
2,64,No,6,3,42
9,43,Yes,8,3,42
4,90,No,5,5,70
8,50,Yes,6,6,48
7,56,Yes,8,3,49
7,83,Yes,9,9,78
8,41,Yes,5,0,34
1,45,No,6,0,18
5,48,No,6,4,33
2,44,Yes,4,0,20
2,59,Yes,6,2,35
1,68,No,7,8,46
5,60,No,9,2,42
2,48,Yes,6,2,23
4,67,No,7,8,51
3,94,No,8,4,75
3,47,No,8,7,27
2,70,No,7,9,48
6,59,Yes,4,8,45
2,66,No,4,5,40
8,47,Yes,8,6,42
8,93,Yes,9,6,90
5,60,Yes,6,6,45
7,67,No,8,3,55
4,62,No,8,1,45
1,45,Yes,7,1,20
2,42,No,4,6,15
4,44,Yes,9,9,28
1,48,Yes,7,6,25
8,46,No,8,9,39
9,99,No,5,6,96
4,43,No,6,7,24
3,78,Yes,8,2,63
2,44,Yes,7,4,19
5,50,No,5,5,31
3,54,Yes,5,7,35
7,73,Yes,8,7,65
6,52,Yes,9,9,41
1,93,No,4,2,65
8,87,No,5,3,83
2,46,No,6,5,22
5,79,Yes,7,3,68
9,45,No,7,9,40
8,95,Yes,7,3,92
2,78,Yes,8,4,54
9,89,Yes,7,9,90
5,69,No,7,6,57
6,61,Yes,6,1,47
3,64,No,4,1,43
3,67,Yes,9,9,50
8,93,No,8,8,91
2,59,No,8,3,34
2,78,No,7,4,54
5,42,No,6,2,26
6,44,No,5,1,34
2,40,No,7,9,18
5,54,No,7,7,38
7,65,No,8,3,57
8,42,Yes,8,0,34
7,79,Yes,7,5,68
8,96,Yes,8,5,92
9,80,Yes,6,1,77
5,86,Yes,5,1,71
5,81,No,5,7,67
4,73,No,5,6,59
9,91,No,7,1,91
5,44,No,9,9,29
2,70,No,7,0,48
8,90,Yes,7,7,90
7,52,Yes,6,9,48
8,82,No,5,1,77
3,40,Yes,8,4,20
4,61,Yes,8,5,42
5,54,No,4,9,37
6,65,No,4,0,52
1,57,Yes,9,1,33
4,87,Yes,8,9,72
5,48,No,5,3,34
7,40,Yes,7,1,33
5,82,No,8,5,71
1,48,Yes,9,3,25
7,62,Yes,9,2,55
8,82,No,8,5,76
7,84,Yes,4,8,76
4,97,No,5,7,81
8,41,Yes,8,1,35
5,53,Yes,7,2,35
9,77,No,7,1,74
5,79,Yes,6,9,66
1,57,No,7,6,31
9,55,No,8,8,54
5,92,Yes,8,0,79
6,68,No,7,2,58
4,83,No,4,5,66
6,50,No,5,3,36
8,45,Yes,9,9,44
3,42,No,8,9,26
5,53,No,7,0,37
2,99,Yes,9,8,82
2,41,No,7,6,18
7,71,No,8,6,66
6,70,No,6,0,60
4,50,Yes,5,8,32
5,61,Yes,8,7,51
1,42,Yes,9,9,18
7,89,Yes,7,4,82
8,70,Yes,6,3,66
9,72,Yes,8,0,69
8,63,No,5,8,59
5,40,Yes,6,7,26
3,83,Yes,9,1,63
9,54,Yes,7,3,52
6,76,Yes,4,3,66
5,66,No,5,6,51
3,77,No,6,2,54
6,87,Yes,8,7,77
3,66,No,8,6,45
6,83,Yes,6,9,77
4,51,No,8,3,32
2,42,Yes,6,8,15
8,69,Yes,5,5,62
4,71,Yes,8,2,55
9,62,Yes,5,6,59
7,41,No,7,5,32
2,46,Yes,7,7,21
4,73,No,7,4,56
5,71,No,7,5,55
3,92,No,8,0,74
9,78,Yes,6,7,74
5,71,No,8,0,56
2,82,No,9,2,58
3,82,No,8,1,64
9,53,Yes,5,5,49
7,42,No,6,7,31
2,85,Yes,4,7,64
9,71,No,4,6,63
4,82,No,6,6,66
9,75,Yes,4,7,73
2,56,Yes,6,4,38
4,87,No,5,2,70
5,42,Yes,5,1,27
2,96,No,8,2,72
1,49,No,4,2,21
7,92,Yes,6,6,85
1,86,Yes,5,0,62
8,79,Yes,8,6,73
3,57,No,4,5,32
6,42,No,4,9,30
7,78,No,4,1,64
1,49,Yes,5,9,25
6,91,Yes,5,0,82
7,48,Yes,4,8,41
6,85,No,5,1,71
4,94,Yes,4,3,79
1,85,Yes,7,8,59
9,50,No,5,8,45
4,99,Yes,6,0,84
7,72,Yes,5,1,62
7,75,No,4,1,65
2,65,No,6,1,43
1,66,No,8,7,39
8,77,No,6,7,70
8,61,No,6,9,54
7,65,No,5,7,55
8,61,Yes,9,3,55
3,44,Yes,6,7,25
2,74,No,6,6,52
7,41,No,4,7,31
8,74,Yes,5,0,68
1,48,No,4,2,19
9,90,No,5,9,87
4,90,Yes,8,5,71
4,88,Yes,9,0,74
3,57,No,6,3,35
6,82,No,5,8,69
1,51,Yes,6,6,24
6,42,No,6,0,29
2,57,Yes,7,5,34
9,95,Yes,4,5,93
2,77,No,9,1,52
7,46,Yes,5,5,37
1,72,Yes,8,9,49
7,45,Yes,9,1,38
5,57,No,7,7,44
8,84,No,4,6,75
4,61,No,8,5,44
7,90,Yes,8,9,84
6,78,Yes,6,5,65
5,90,No,4,8,75
4,48,Yes,7,8,29
7,74,Yes,5,9,67
5,62,No,5,9,50
5,51,Yes,7,1,38
1,91,Yes,6,2,66
2,63,Yes,6,9,42
5,89,Yes,8,6,76
3,79,Yes,4,9,64
2,48,Yes,8,8,26
4,52,No,5,5,31
4,79,No,7,0,63
4,93,Yes,4,6,77
4,81,No,7,0,61
3,56,No,4,4,33
7,46,No,9,8,39
9,56,Yes,5,9,52
5,94,No,5,9,82
4,89,Yes,9,8,73
2,63,No,4,0,37
2,41,No,6,5,16
5,74,Yes,4,2,59
7,67,No,5,8,59
9,58,Yes,7,2,56
7,72,No,8,1,59
5,60,No,7,7,46
6,92,No,5,2,80
3,49,No,7,4,30
5,92,Yes,6,5,78
8,85,Yes,6,9,81
1,84,No,4,9,57
1,48,Yes,7,0,24
7,77,No,7,6,66
5,45,Yes,5,6,31
5,90,Yes,4,4,73
1,92,Yes,4,8,66
9,81,No,7,1,78
1,94,Yes,8,4,66
5,74,Yes,7,1,57
9,57,No,7,1,50
4,92,No,7,8,77
8,58,No,6,6,54
6,44,Yes,9,3,30
3,64,Yes,4,7,43
4,50,Yes,9,3,34
2,49,Yes,6,0,26
1,56,Yes,8,9,36
8,75,Yes,5,2,69
1,65,No,8,9,39
1,70,Yes,4,0,44
4,71,Yes,5,1,56
6,60,Yes,9,1,47
9,57,No,8,6,56
1,99,Yes,4,3,73
7,57,No,8,9,48
5,40,Yes,5,8,24
8,53,No,5,1,49
7,47,No,8,8,41
4,41,No,6,5,24
4,90,Yes,8,9,72
6,54,No,9,7,45
6,99,Yes,8,6,92
9,73,No,8,7,68
5,75,Yes,6,8,62
8,40,No,7,7,36
5,90,No,5,5,77
2,60,Yes,9,7,40
6,81,No,4,7,69
9,40,Yes,5,1,38
3,71,No,5,1,50
1,59,No,7,0,33
1,93,Yes,5,9,69
3,86,Yes,5,1,63
5,75,Yes,6,6,59
3,78,No,6,2,54
9,69,Yes,6,3,65
8,46,Yes,6,3,41
3,61,No,6,3,41
9,96,Yes,9,1,94
6,89,Yes,4,5,80
7,84,No,7,0,74
4,49,No,8,4,33
4,95,No,9,1,78
2,47,No,6,8,21
5,66,No,7,1,49
8,49,Yes,8,5,43
7,53,No,5,3,40
7,85,No,9,5,77
6,98,No,5,1,84
3,91,Yes,7,1,74
5,93,Yes,4,6,78
1,50,Yes,4,2,21
7,45,Yes,7,2,34
9,60,No,4,6,54
1,72,No,4,7,47
2,58,No,5,6,36
3,78,Yes,4,2,53
3,63,No,4,2,45
8,57,Yes,7,6,52
7,74,Yes,4,2,66
6,91,Yes,9,1,79
4,82,No,6,6,63
9,76,No,6,2,72
1,58,No,7,4,33
2,92,No,6,6,70
4,63,Yes,5,1,47
3,95,No,9,7,73
1,73,Yes,9,1,50
5,61,Yes,7,3,48
7,43,Yes,4,3,33
2,96,Yes,6,7,72
5,49,Yes,5,0,31
6,41,Yes,7,8,32
7,47,Yes,7,5,34
1,72,No,4,3,41
7,98,No,8,5,91
4,77,Yes,6,5,61
8,82,No,5,8,75
4,98,No,7,3,80
6,67,No,6,7,57
9,49,No,5,0,46
5,84,Yes,9,5,71
4,40,No,9,4,21
8,73,Yes,5,2,69
9,42,Yes,9,3,37
4,48,No,7,7,32
3,44,No,6,9,26
8,81,Yes,5,1,74
5,49,Yes,7,7,34
2,51,No,6,6,24
9,57,No,6,0,53
3,97,Yes,7,1,74
2,60,No,6,6,37
1,60,Yes,8,2,31
8,40,Yes,5,1,29
3,42,Yes,5,0,21
7,44,Yes,6,6,37
1,64,No,7,2,37
1,97,Yes,4,5,73
9,88,Yes,9,9,87
8,47,No,6,7,45
3,56,No,4,5,32
6,48,Yes,6,6,35
3,71,No,4,5,52
4,45,No,6,6,27
1,88,Yes,7,4,65
5,79,No,9,8,64
1,60,No,4,2,30
1,46,No,8,5,22
7,46,No,7,8,35
6,86,No,9,0,72
2,78,Yes,6,4,55
2,93,No,4,3,71
7,66,Yes,9,8,60
1,47,Yes,5,0,19
2,48,No,7,3,25
8,67,No,4,0,55
6,54,No,7,2,41
2,41,No,4,3,17
7,46,No,5,0,36
4,86,No,8,4,71
2,57,No,5,5,35
6,61,No,6,0,48
9,89,No,7,9,82
9,49,No,8,9,48
8,93,No,7,3,86
3,89,No,9,3,69
3,72,Yes,4,0,50
2,46,No,6,1,22
5,42,Yes,6,9,25
4,53,Yes,7,4,33
7,83,No,6,1,71
4,85,Yes,7,2,70
9,75,No,4,8,71
2,52,No,4,4,28
6,55,Yes,7,0,44
7,55,No,5,4,46
4,93,Yes,5,2,76
6,44,Yes,4,0,29
7,91,No,8,2,84
4,64,Yes,5,5,47
8,77,Yes,7,9,70
9,77,No,4,4,73
1,89,Yes,6,0,63
7,77,No,6,1,68
9,78,No,5,4,74
5,95,No,8,8,82
2,95,No,9,4,77
6,87,Yes,5,4,77
7,80,No,8,0,71
2,65,Yes,5,4,39
2,98,Yes,6,7,77
1,52,No,8,8,25
4,83,No,6,9,63
7,90,No,7,2,80
9,65,Yes,7,3,62
3,94,No,4,6,75
7,94,Yes,6,6,88
7,40,No,6,0,31
7,47,No,4,5,36
2,43,Yes,7,8,21
6,60,Yes,7,4,50
2,61,No,8,7,40
6,90,No,8,9,81
3,92,No,9,8,75
2,97,Yes,7,9,76
6,76,No,9,9,66
2,88,No,5,2,59
5,42,Yes,6,0,26
2,58,No,8,1,33
3,40,Yes,5,4,19
3,68,Yes,8,9,49
6,62,No,4,6,50
6,72,No,6,5,56
3,94,Yes,9,3,74
3,91,Yes,9,8,72
1,80,No,8,3,53
7,62,Yes,7,2,60
8,44,Yes,9,4,35
2,46,No,4,3,22
4,96,Yes,4,1,80
7,97,Yes,7,2,88
8,45,Yes,4,6,39
1,88,Yes,6,1,63
4,61,Yes,8,0,44
6,88,Yes,4,1,72
3,52,No,6,7,33
5,51,No,7,7,39
9,43,No,8,9,45
3,47,No,7,1,23
5,76,Yes,8,5,63
8,70,No,4,6,63
6,76,Yes,4,0,63
4,84,No,8,6,64
8,65,Yes,6,7,62
3,82,No,6,8,64
3,47,Yes,6,7,28
4,79,No,5,2,60
9,72,No,9,7,70
5,84,No,9,2,70
8,68,No,9,5,60
6,44,No,6,3,33
3,67,Yes,4,6,46
8,92,No,5,7,88
9,79,Yes,6,9,78
8,56,No,4,5,47
4,94,No,5,9,75
6,62,No,4,3,51
1,84,Yes,8,7,61
4,48,No,4,6,29
8,41,No,5,9,36
1,71,Yes,6,7,44
3,90,Yes,9,9,75
1,91,Yes,5,6,63
9,88,Yes,6,2,85
2,70,No,6,2,46
9,46,Yes,7,8,44
4,69,Yes,8,6,55
2,97,No,7,0,76
4,42,Yes,9,2,25
6,90,Yes,5,0,74
7,90,Yes,7,5,79
3,95,No,9,1,75
3,48,Yes,6,6,28
8,49,Yes,5,7,44
5,85,Yes,7,5,72
4,89,No,4,4,72
7,97,No,9,9,94
7,86,Yes,9,3,79
9,65,No,8,8,64
9,40,Yes,4,7,35
5,69,No,5,4,54
8,96,No,7,0,90
1,77,Yes,6,7,52
9,54,Yes,7,7,50
8,64,Yes,5,6,58
6,45,No,5,6,33
3,57,Yes,5,7,38
3,40,No,5,0,17
8,95,No,9,2,90
5,42,Yes,7,3,32
7,56,No,4,5,46
5,87,No,6,9,76
8,47,Yes,6,9,45
4,99,No,8,8,81
2,88,No,9,3,66
3,79,Yes,5,5,59
8,56,Yes,5,8,54
7,64,Yes,5,8,59
2,80,No,9,5,55
6,51,No,4,4,36
9,68,No,5,2,66
4,64,Yes,8,4,47
9,90,No,8,2,89
2,75,No,4,4,50
2,92,No,9,9,69
9,93,Yes,5,9,94
7,64,Yes,7,0,54
7,68,Yes,7,5,60
1,50,No,6,6,22
6,99,No,4,1,84
7,43,Yes,7,2,34
6,53,Yes,6,9,40
6,85,No,8,8,78
2,77,Yes,6,7,56
6,56,No,5,3,45
4,41,Yes,5,7,23
9,47,Yes,8,7,45
1,75,Yes,4,5,50
8,49,No,9,0,37
5,46,Yes,5,1,29
1,75,No,5,3,44
4,55,Yes,6,3,38
1,53,Yes,6,1,24
6,55,No,6,8,43
2,64,No,7,1,39
5,80,Yes,8,5,70
7,43,No,4,4,37
2,68,Yes,6,3,47
6,95,No,4,5,85
6,45,No,6,3,32
5,40,Yes,5,8,24
5,78,Yes,4,9,60
3,40,No,7,6,20
2,90,No,6,2,66
7,79,Yes,9,9,74
1,96,No,8,3,70
6,42,No,5,0,25
6,40,No,6,5,25
3,40,No,4,1,20
2,78,Yes,6,3,59
2,60,Yes,5,4,33
9,84,No,8,7,81
5,69,No,8,2,51
7,71,Yes,8,5,64
5,72,No,9,0,58
7,87,No,5,8,78
4,61,No,9,0,43
8,69,No,9,1,64
7,93,No,6,0,85
5,85,Yes,5,7,73
6,43,No,5,3,32
5,62,No,6,1,46
7,94,No,7,6,85
2,83,Yes,9,7,64
5,64,No,8,8,50
3,51,No,4,4,29
9,56,Yes,9,2,53
6,92,Yes,4,0,83
3,54,Yes,6,7,36
7,49,Yes,4,5,37
4,74,No,7,4,57
3,94,No,5,6,75
8,91,No,8,4,84
4,91,Yes,4,3,74
1,68,No,4,4,40
6,51,Yes,6,6,37
1,40,Yes,6,5,11
5,40,No,5,9,28
7,49,Yes,8,9,40
6,57,Yes,4,8,47
2,86,No,5,9,65
4,41,No,8,1,22
2,88,Yes,5,6,66
1,47,No,4,0,19
3,61,No,6,7,43
3,61,Yes,6,3,41
7,65,Yes,6,7,56
1,65,No,7,7,42
9,48,No,5,3,45
6,60,Yes,4,3,46
4,70,No,5,4,51
3,91,Yes,6,6,74
3,82,Yes,9,5,67
2,45,No,9,0,21
2,95,No,5,5,73
5,53,No,8,2,39
9,72,No,9,8,69
2,46,No,9,2,24
2,63,Yes,5,8,36
6,48,No,7,4,38
2,50,Yes,7,9,29
4,95,No,6,7,72
6,62,Yes,4,8,48
5,87,No,8,8,71
1,90,No,4,6,61
6,41,Yes,4,9,29
1,54,No,8,0,31
3,74,No,7,7,56
5,75,Yes,9,6,62
5,91,Yes,6,3,78
6,93,Yes,5,5,83
8,67,No,7,9,65
5,78,Yes,6,1,65
1,83,Yes,9,3,59
5,43,No,7,7,26
3,49,No,8,3,32
4,45,No,4,9,27
8,96,No,8,3,89
7,69,No,9,3,57
5,93,No,5,9,77
2,85,Yes,8,8,65
6,74,Yes,9,1,63
6,88,No,4,6,78
6,82,Yes,7,2,74
9,49,Yes,6,3,41
8,97,Yes,9,0,90
8,92,Yes,9,2,88
1,71,No,5,1,47
5,81,No,7,9,66
7,81,Yes,9,6,75
6,42,No,9,5,29
5,95,Yes,6,0,80
8,65,Yes,4,7,59
3,54,No,8,8,34
6,56,Yes,7,0,47
5,66,No,6,4,53
8,57,No,6,6,50
4,90,No,8,1,72
8,58,No,7,5,54
2,51,No,7,7,28
9,63,No,4,7,59
9,44,No,7,9,40
6,63,No,9,9,55
4,66,No,8,7,49
4,87,Yes,7,5,70
6,69,No,4,5,57
5,54,Yes,6,2,39
6,86,No,9,1,75
7,98,Yes,7,4,87
7,77,No,8,8,70
9,83,No,7,3,76
8,73,No,5,4,68
6,66,Yes,4,5,53
6,59,Yes,6,5,48
5,80,No,5,3,63
1,71,Yes,8,3,47
9,43,No,7,7,38
9,44,Yes,4,4,43
9,92,Yes,9,4,90
8,97,Yes,7,8,95
3,47,No,7,3,24
1,61,Yes,7,6,35
8,81,Yes,9,4,75
7,46,No,7,8,37
5,61,No,4,7,46
7,85,Yes,9,7,80
4,69,Yes,9,9,55
9,76,No,5,9,71
2,55,No,8,2,32
9,54,No,9,8,51
9,44,No,5,7,43
5,42,No,4,2,23
1,62,Yes,8,9,37
7,49,No,9,0,40
4,44,No,6,4,24
9,62,Yes,5,3,60
6,54,No,4,7,44
3,57,No,4,5,34
6,64,No,4,9,51
6,47,Yes,8,4,39
5,70,No,7,8,57
2,60,No,6,5,36
2,41,No,8,2,16
7,61,No,8,5,52
2,47,Yes,9,3,25
6,62,Yes,5,4,51
5,71,No,6,5,56
4,47,No,4,8,27
7,43,No,8,2,33
8,69,No,6,0,60
4,58,No,5,1,39
1,62,No,7,7,41
1,57,No,6,3,35
1,92,Yes,4,6,67
1,68,No,8,1,39
5,62,Yes,7,9,51
4,72,Yes,5,7,56
9,91,No,4,9,93
3,86,Yes,7,8,68
7,57,Yes,9,6,49
8,93,Yes,9,9,88
6,83,No,5,0,72
1,72,Yes,4,1,44
8,46,Yes,8,8,41
3,90,No,5,9,69
8,67,No,7,6,66
4,40,Yes,4,2,20
8,95,No,9,4,92
1,78,No,9,0,53
3,73,Yes,6,9,50
6,78,Yes,4,2,70
9,58,Yes,7,3,51
2,70,No,7,3,45
1,52,Yes,6,6,25
3,96,Yes,7,4,75
4,63,No,4,8,45
5,44,No,9,6,29
3,62,No,5,1,43
2,58,No,9,7,38
2,40,Yes,9,1,16
7,72,Yes,4,6,61
9,98,Yes,7,4,95
2,89,No,6,9,65
7,95,Yes,6,5,85
7,72,No,8,3,66
7,71,No,6,4,61
3,98,No,6,4,79
7,67,Yes,7,6,59
1,76,No,5,3,52
1,80,Yes,5,4,56
5,51,Yes,7,3,37
2,48,Yes,6,3,29
9,89,No,4,7,84
7,94,Yes,9,4,87
4,50,Yes,9,8,36
4,72,No,5,4,56
2,58,Yes,7,7,34
5,93,No,4,2,77
4,96,Yes,6,6,80
1,81,No,7,0,59
8,73,No,5,4,68
3,46,No,4,1,26
6,70,No,4,7,57
4,91,No,5,5,72
9,41,Yes,4,4,36
7,58,Yes,9,2,51
9,77,Yes,5,0,76
3,71,Yes,9,9,51
1,49,No,7,9,28
5,80,No,8,9,69
3,47,Yes,6,9,30
6,65,No,7,7,56
8,69,Yes,9,4,64
4,50,No,6,8,33
5,80,No,6,6,67
5,59,Yes,9,0,45
4,99,Yes,9,0,84
4,59,No,5,6,40
4,48,Yes,8,6,33
4,47,Yes,9,8,31
